alarm_vague	symptom_number	symptom_desc	medcode	readcode	readcode_desc
Vague symptom	1	Abdominal pain	23756	R090311	[D]Evening colic
Vague symptom	1	Abdominal pain	23872	1973.00	Left subcostal pain
Vague symptom	1	Abdominal pain	24584	25D..11	O/E - guarding of abdomen
Vague symptom	1	Abdominal pain	24627	25C6.00	O/E - abd. pain - umbilical
Vague symptom	1	Abdominal pain	24661	197A.00	Generalised abdominal pain
Vague symptom	1	Abdominal pain	24821	1974.00	Right subcostal pain
Vague symptom	1	Abdominal pain	25118	197..00	Site of GIT pain
Vague symptom	1	Abdominal pain	25630	25C7.00	O/E - abd. pain - L.lumbar
Vague symptom	1	Abdominal pain	28285	R073200	[D]Gas pain (abdominal)
Vague symptom	1	Abdominal pain	29352	1969000	Abdominal wall pain
Vague symptom	1	Abdominal pain	29922	197Z.00	Site of GIT pain NOS
Vague symptom	1	Abdominal pain	31062	R090y00	[D]Other specified abdominal pain
Vague symptom	1	Abdominal pain	34301	25D..00	O/E - guarding on palpation
Vague symptom	1	Abdominal pain	35876	25D8.00	O/E - guarding - R.iliac
Vague symptom	1	Abdominal pain	36558	25C5.00	O/E - abd. pain - R.lumbar
Vague symptom	1	Abdominal pain	37101	25C4.00	O/E - abd.pain-L.hypochondrium
Vague symptom	1	Abdominal pain	42195	25D2.00	O/E - guarding-R.hypochondrium
Vague symptom	1	Abdominal pain	42211	25C9.00	O/E - abd. pain - hypogastrium
Vague symptom	1	Abdominal pain	42235	25D3.00	O/E - guarding - epigastrium
Vague symptom	1	Abdominal pain	43055	R094.00	[D]Abdominal rigidity
Vague symptom	1	Abdominal pain	44484	196Z.00	Type of GIT pain NOS
Vague symptom	1	Abdominal pain	50590	25F..00	O/E - abdominal rigidity
Vague symptom	1	Abdominal pain	50662	Ryu1000	[X]Pain localized to other parts of lower abdomen
Vague symptom	1	Abdominal pain	52402	Ryu1100	[X]Other and unspecified abdominal pain
Vague symptom	1	Abdominal pain	53766	E278000	Psychogenic pain unspecified
Vague symptom	1	Abdominal pain	54385	R096.00	[D]Acute abdomen
Vague symptom	1	Abdominal pain	56084	25D9.00	O/E - guarding - hypogastrium
Vague symptom	1	Abdominal pain	56085	25DA.00	O/E - guarding - L.iliac
Vague symptom	1	Abdominal pain	56091	25EZ.00	O/E - rebound tenderness NOS
Vague symptom	1	Abdominal pain	56094	25D4.00	O/E - guarding-L.hypochondrium
Vague symptom	1	Abdominal pain	62922	25F2.00	O/E - board like abd. rigidity
Vague symptom	1	Abdominal pain	62933	25D6.00	O/E - guarding - umbilical
Vague symptom	1	Abdominal pain	71471	25DZ.00	O/E -guarding on palpation NOS
Vague symptom	1	Abdominal pain	103540	R090P00	[D]Functional abdominal pain syndrome
Vague symptom	2	Abdominal bloating	2657	19A3.00	Abdomen feels distended
Vague symptom	2	Abdominal bloating	4422	19B3.00	Excessive belching
Vague symptom	2	Abdominal bloating	5150	R073400	[D]Bloating
Vague symptom	2	Abdominal bloating	5821	19B..12	Bloating symptom
Vague symptom	2	Abdominal bloating	6229	19A..00	Abdominal distension symptom
Vague symptom	2	Abdominal bloating	8003	19B2.00	Excessive flatulence
Vague symptom	2	Abdominal bloating	10952	R073000	[D]Flatulence
Vague symptom	2	Abdominal bloating	14807	R073.00	[D]Flatulence, eructation and gas pain
Vague symptom	2	Abdominal bloating	14880	R073300	[D]Abdominal distension, gaseous
Vague symptom	2	Abdominal bloating	15775	R073100	[D]Eructation
Vague symptom	2	Abdominal bloating	29567	19A2.00	Abdomen feels bloated
Vague symptom	2	Abdominal bloating	41564	R073z00	[D]Flatulence, eructation and gas pain NOS
Vague symptom	2	Abdominal bloating	41607	19AZ.00	Abd. distension symptom NOS
Vague symptom	2	Abdominal bloating	57585	19B4.00	Excessive eructation
Vague symptom	7	Dyspnoea	735	R060D00	[D]Breathlessness
Vague symptom	7	Dyspnoea	741	R060800	[D]Shortness of breath
Vague symptom	7	Dyspnoea	1429	173..00	Breathlessness
Vague symptom	7	Dyspnoea	2563	R060600	[D]Respiratory distress
Vague symptom	7	Dyspnoea	2575	173C.00	Short of breath on exertion
Vague symptom	7	Dyspnoea	2931	1738.00	Difficulty breathing
Vague symptom	7	Dyspnoea	3092	R060A00	[D]Dyspnoea
Vague symptom	7	Dyspnoea	4822	1739.00	Shortness of breath
Vague symptom	7	Dyspnoea	5175	173..11	Breathlessness symptom
Vague symptom	7	Dyspnoea	5349	173..13	Shortness of breath symptom
Vague symptom	7	Dyspnoea	5896	173..12	Dyspnoea - symptom
Vague symptom	7	Dyspnoea	6326	1732.00	Breathless - moderate exertion
Vague symptom	7	Dyspnoea	6434	1736.00	Paroxysmal nocturnal dyspnoea
Vague symptom	7	Dyspnoea	7000	2322.00	O/E - dyspnoea
Vague symptom	7	Dyspnoea	7534	2324.00	O/E - respiratory distress
Vague symptom	7	Dyspnoea	7683	1735.00	Breathless - lying flat
Vague symptom	7	Dyspnoea	7932	1733.00	Breathless - mild exertion
Vague symptom	7	Dyspnoea	9089	1735.11	Orthopnoea symptom
Vague symptom	7	Dyspnoea	9297	R060700	[D]Respiratory insufficiency
Vague symptom	7	Dyspnoea	11451	R060200	[D]Orthopnoea
Vague symptom	7	Dyspnoea	12474	173C.12	SOBOE
Vague symptom	7	Dyspnoea	18116	173D.00	Nocturnal dyspnoea
Vague symptom	7	Dyspnoea	19426	173J.00	MRC Breathlessness Scale: grade 3
Vague symptom	7	Dyspnoea	19427	173I.00	MRC Breathlessness Scale: grade 2
Vague symptom	7	Dyspnoea	19429	173L.00	MRC Breathlessness Scale: grade 5
Vague symptom	7	Dyspnoea	19430	173K.00	MRC Breathlessness Scale: grade 4
Vague symptom	7	Dyspnoea	19432	173H.00	MRC Breathlessness Scale: grade 1
Vague symptom	7	Dyspnoea	21801	173Z.00	Breathlessness NOS
Vague symptom	7	Dyspnoea	22094	173F.00	Short of breath dressing/undressing
Vague symptom	7	Dyspnoea	24889	173G.00	Breathless - strenuous exertion
Vague symptom	7	Dyspnoea	27400	R060500	[D]Cheyne-Stokes respiration
Vague symptom	7	Dyspnoea	31143	1734.00	Breathless - at rest
Vague symptom	7	Dyspnoea	37704	2323.00	O/E - orthopnoea
Vague symptom	7	Dyspnoea	42287	173V.00	Borg Breathlessness Score: 6 severe (+)
Vague symptom	7	Dyspnoea	53771	173C.11	Dyspnoea on exertion
Vague symptom	7	Dyspnoea	57193	173R.00	Borg Breathlessness Score: 3 moderate
Vague symptom	7	Dyspnoea	57759	173Q.00	Borg Breathlessness Score: 2 slight
Vague symptom	7	Dyspnoea	57903	388H.00	CLASP shortness of breath score
Vague symptom	7	Dyspnoea	59860	173S.00	Borg Breathlessness Score: 4 somewhat severe
Vague symptom	7	Dyspnoea	60096	ZR3Q.00	CLASP shortness of breath score
Vague symptom	7	Dyspnoea	64049	173T.00	Borg Breathlessness Score: 5 severe
Vague symptom	7	Dyspnoea	67566	173Y.00	Borg Breathlessness Score: 9 very, very sev (almost maximal)
Vague symptom	7	Dyspnoea	68707	173P.00	Borg Breathlessness Score: 1 very slight
Vague symptom	7	Dyspnoea	70061	173W.00	Borg Breathlessness Score: 7 very severe
Vague symptom	7	Dyspnoea	70818	173N.00	Borg Breathlessness Score: 0.5 very, very slight
Vague symptom	7	Dyspnoea	72334	173X.00	Borg Breathlessness Score: 8 very severe (+)
Vague symptom	7	Dyspnoea	101843	173a.00	Borg Breathlessness Score: 10 maximal
Vague symptom	7	Dyspnoea	107939	38Gb.00	Dyspnoea,obstruction, smoking, exacerbation frequency index
Vague symptom	7	Dyspnoea	108650	173g.00	Breathlessness causing difficulty eating
Vague symptom	8	Fatigue	1042	R007400	[D]Postviral (asthenic) syndrome
Vague symptom	8	Fatigue	1147	R007500	[D]Tiredness
Vague symptom	8	Fatigue	1371	R007300	[D]Lethargy
Vague symptom	8	Fatigue	1404	1682.00	Fatigue
Vague symptom	8	Fatigue	1582	E205.11	Nervous exhaustion
Vague symptom	8	Fatigue	1688	R007100	[D]Fatigue
Vague symptom	8	Fatigue	1816	168..13	Malaise - symptom
Vague symptom	8	Fatigue	1900	R2y3.00	[D]Debility, unspecified
Vague symptom	8	Fatigue	2855	1B32.00	Weakness present
Vague symptom	8	Fatigue	3361	E205.00	Neurasthenia - nervous debility
Vague symptom	8	Fatigue	4546	F286.00	Chronic fatigue syndrome
Vague symptom	8	Fatigue	5049	R007200	[D]Asthenia NOS
Vague symptom	8	Fatigue	5583	168..12	Lethargy - symptom
Vague symptom	8	Fatigue	5658	R007000	[D]Malaise
Vague symptom	8	Fatigue	5751	1683.00	Tired all the time
Vague symptom	8	Fatigue	5794	168..00	Tiredness symptom
Vague symptom	8	Fatigue	5814	R007z11	[D]Lassitude
Vague symptom	8	Fatigue	6029	1B3..12	Weakness symptoms
Vague symptom	8	Fatigue	6190	F286.12	Postviral fatigue syndrome
Vague symptom	8	Fatigue	6242	168..11	Fatigue - symptom
Vague symptom	8	Fatigue	7235	E205.12	Tired all the time
Vague symptom	8	Fatigue	7529	F286.11	CFS - Chronic fatigue syndrome
Vague symptom	8	Fatigue	9127	F286.14	Post-viral fatigue syndrome
Vague symptom	8	Fatigue	9220	1688.00	Exhaustion
Vague symptom	8	Fatigue	9435	2254.00	O/E - apathetic
Vague symptom	8	Fatigue	9656	Eu46011	[X]Fatigue syndrome
Vague symptom	8	Fatigue	9823	1684.11	C/O - debility - malaise
Vague symptom	8	Fatigue	9889	R007211	[D]General weakness
Vague symptom	8	Fatigue	12411	R007411	[D]Post viral debility
Vague symptom	8	Fatigue	15516	1683.11	C/O - 'tired all the time'
Vague symptom	8	Fatigue	16479	2832.12	O/E - weakness
Vague symptom	8	Fatigue	16561	Eu46000	[X]Neurasthenia
Vague symptom	8	Fatigue	17736	1684.00	Malaise/lethargy
Vague symptom	8	Fatigue	23932	R007z00	[D]Malaise and fatigue NOS
Vague symptom	8	Fatigue	24382	R204.00	[D]Senile exhaustion
Vague symptom	8	Fatigue	27877	F286.13	PVFS - Postviral fatigue syn
Vague symptom	8	Fatigue	29292	168Z.00	Tiredness symptom NOS
Vague symptom	8	Fatigue	44215	R007.00	[D]Malaise and fatigue
Vague symptom	8	Fatigue	97140	8Q1..00	Activity management for chronic fatigue syndrome
Vague symptom	8	Fatigue	97284	F286100	Moderate chronic fatigue syndrome
Vague symptom	8	Fatigue	98512	F286000	Mild chronic fatigue syndrome
Vague symptom	8	Fatigue	98734	F286200	Severe chronic fatigue syndrome
Vague symptom	8	Fatigue	99807	8HkW.00	Referral to chronic fatigue syndrome specialist team
Vague symptom	12	Night sweats	1740	1662.12	Night sweats
Vague symptom	12	Night sweats	96946	R008400	[D]Night sweats
Vague symptom	15	Weight loss	126	22A6.00	O/E - Underweight
Vague symptom	15	Weight loss	654	1623.00	Weight decreasing
Vague symptom	15	Weight loss	3647	R032.00	[D]Abnormal loss of weight
Vague symptom	15	Weight loss	4663	1625.00	Abnormal weight loss
Vague symptom	15	Weight loss	5812	1625.11	Abnormal weight loss - symptom
Vague symptom	15	Weight loss	12398	1D1A.00	Complaining of weight loss
Vague symptom	15	Weight loss	12530	R034800	[D]Underweight
Vague symptom	15	Weight loss	22005	2224.00	O/E - cachexic
Vague symptom	15	Weight loss	24068	R2y4.00	[D]Cachexia
Vague symptom	15	Weight loss	36473	R2y4000	[D]Wasting disease
Vague symptom	15	Weight loss	37937	22A8.00	Weight loss from baseline weight
Vague symptom	15	Weight loss	38995	2287.00	Abnormally thin
Vague symptom	15	Weight loss	53801	R2y4z00	[D]Cachexia NOS
Vague symptom	15	Weight loss	102563	1627.00	Unintentional weight loss
Vague symptom	17	Constipation	1028	19C..00	Constipation
Vague symptom	17	Constipation	1709	J520.00	Constipation - functional
Vague symptom	17	Constipation	2004	19C..11	Constipation symptom
Vague symptom	17	Constipation	5803	J520z00	Constipation NOS
Vague symptom	17	Constipation	6364	J520100	Chronic constipation with overflow
Vague symptom	17	Constipation	10687	J503100	Faecal impaction
Vague symptom	17	Constipation	17652	19C2.00	Constipated
Vague symptom	17	Constipation	20450	19CZ.00	Constipation NOS
Vague symptom	17	Constipation	23641	J520000	Acute constipation
Vague symptom	17	Constipation	24180	J520y00	Other specified constipation
Vague symptom	17	Constipation	25797	J520200	Chronic constipation without overflow
Vague symptom	17	Constipation	26022	J520300	Drug induced constipation
Vague symptom	17	Constipation	99999	J520400	Chronic constipation
Vague symptom	18	Cough 	92	171..00	Cough
Vague symptom	18	Cough 	292	1719.00	Chesty cough
Vague symptom	18	Cough 	763	A33..00	Whooping cough
Vague symptom	18	Cough 	1025	1719.11	Bronchial cough
Vague symptom	18	Cough 	1160	R062.00	[D]Cough
Vague symptom	18	Cough 	1234	1716.00	Productive cough NOS
Vague symptom	18	Cough 	1273	171..11	C/O - cough
Vague symptom	18	Cough 	1612	171A.00	Chronic cough
Vague symptom	18	Cough 	3068	1717.00	Night cough present
Vague symptom	18	Cough 	3151	R068.00	[D]Hiccough
Vague symptom	18	Cough 	3628	171B.00	Persistent cough
Vague symptom	18	Cough 	3645	1716.11	Coughing up phlegm
Vague symptom	18	Cough 	4070	171C.00	Morning cough
Vague symptom	18	Cough 	4836	173B.00	Nocturnal cough / wheeze
Vague symptom	18	Cough 	4931	1712.00	Dry cough
Vague symptom	18	Cough 	7267	65VA.00	Notification of whooping cough
Vague symptom	18	Cough 	7527	1419.11	H/O: whooping cough
Vague symptom	18	Cough 	7706	1713.00	Productive cough -clear sputum
Vague symptom	18	Cough 	7707	171Z.00	Cough symptom NOS
Vague symptom	18	Cough 	7708	1715.00	Productive cough-yellow sputum
Vague symptom	18	Cough 	7773	1714.00	Productive cough -green sputum
Vague symptom	18	Cough 	8968	S120A00	Cough fracture
Vague symptom	18	Cough 	9799	R062000	[D]Cough syncope
Vague symptom	18	Cough 	11109	174..11	Hiccough symptom
Vague symptom	18	Cough 	12715	Eu45316	[X]Psychogenic cough
Vague symptom	18	Cough 	13135	1718.00	Night cough absent
Vague symptom	18	Cough 	15064	174..00	Hiccough
Vague symptom	18	Cough 	15483	E261100	Psychogenic cough
Vague symptom	18	Cough 	16717	H310100	Smokers' cough
Vague symptom	18	Cough 	18907	171F.00	Cough with fever
Vague symptom	18	Cough 	19470	171J.00	Reflux cough
Vague symptom	18	Cough 	22318	171H.00	Difficulty in coughing up sputum
Vague symptom	18	Cough 	23550	655..11	Whooping cough vaccination
Vague symptom	18	Cough 	26211	171G.00	Bovine cough
Vague symptom	18	Cough 	28538	S127100	Cough fracture of ribs
Vague symptom	18	Cough 	29318	171D.00	Evening cough
Vague symptom	18	Cough 	29693	25P5.00	O/E-hernia-cough impulse shown
Vague symptom	18	Cough 	30197	ZV03611	[V]Whooping cough vaccination
Vague symptom	18	Cough 	30437	H243.00	Pneumonia with whooping cough
Vague symptom	18	Cough 	42548	A33z.00	Whooping cough NOS
Vague symptom	18	Cough 	43795	171E.00	Unexplained cough
Vague symptom	18	Cough 	45336	ZV74B00	[V]Screening for whooping cough
Vague symptom	18	Cough 	47809	E261200	Psychogenic hiccough
Vague symptom	18	Cough 	53737	Eu45321	[X]Psychogenic hiccough
Vague symptom	18	Cough 	53897	A33y.00	Whooping cough - other specified organism
Vague symptom	18	Cough 	54079	1742.00	Hiccough present
Vague symptom	18	Cough 	60903	1D87.00	Cough aggravates symptom
Vague symptom	18	Cough 	64286	A33yz00	Other whooping cough NOS
Vague symptom	18	Cough 	65031	174Z.00	Hiccough NOS
Vague symptom	18	Cough 	90332	171K.00	Barking cough
Vague symptom	19	Diarrhoea	192	19F..11	Diarrhoea
Vague symptom	19	Diarrhoea	1695	19F..12	Loose stools
Vague symptom	19	Diarrhoea	2133	A082000	Dysenteric diarrhoea
Vague symptom	19	Diarrhoea	2182	19FZ.11	Diarrhoea & vomiting, symptom
Vague symptom	19	Diarrhoea	4343	19F2.00	Diarrhoea
Vague symptom	19	Diarrhoea	4542	A082.00	Infectious diarrhoea
Vague symptom	19	Diarrhoea	5036	J525.00	Functional diarrhoea
Vague symptom	19	Diarrhoea	5090	A083.00	Diarrhoea of presumed infectious origin
Vague symptom	19	Diarrhoea	5134	19F..00	Diarrhoea symptoms
Vague symptom	19	Diarrhoea	6016	J4...13	Noninfective diarrhoea
Vague symptom	19	Diarrhoea	6685	J43z.11	Chronic diarrhoea
Vague symptom	19	Diarrhoea	7644	19G..00	Diarrhoea and vomiting
Vague symptom	19	Diarrhoea	8765	19F1.00	Diarrhoea not present
Vague symptom	19	Diarrhoea	10158	E264311	Spurious diarrhoea
Vague symptom	19	Diarrhoea	11155	A082.11	Travellers' diarrhoea
Vague symptom	19	Diarrhoea	14665	A083.11	Diarrhoea & vomiting -? infect
Vague symptom	19	Diarrhoea	14695	19FZ.00	Diarrhoea symptom NOS
Vague symptom	19	Diarrhoea	14881	R077100	[D] Stools loose
Vague symptom	19	Diarrhoea	15289	A076.11	Viral diarrhoea
Vague symptom	19	Diarrhoea	15371	E264300	Psychogenic diarrhoea
Vague symptom	19	Diarrhoea	17017	J4zz.11	Diarrhoea - presumed non-infectious
Vague symptom	19	Diarrhoea	21294	19F3.00	Spurious (overflow) diarrhoea
Vague symptom	19	Diarrhoea	29835	J521000	Irritable bowel syndrome with diarrhoea
Vague symptom	19	Diarrhoea	30321	J4z..11	Presumed noninfectious diarrhoea
Vague symptom	19	Diarrhoea	48313	A082z00	Infectious diarrhoea NOS
Vague symptom	19	Diarrhoea	52750	Ayu0H00	[X]Diarrhoea+gastroenteritis of presumed infectious origin
Vague symptom	19	Diarrhoea	53739	A074011	Diarrhoea due to staphylococcus
Vague symptom	20	Pelvic pain 	3419	S53..11	Groin sprain
Vague symptom	20	Pelvic pain 	4706	N33A000	Bony pelvic pain
Vague symptom	20	Pelvic pain 	7248	R090G12	[D] Perineal pain
Vague symptom	20	Pelvic pain 	9811	R090G11	[D] Pelvic pain
Vague symptom	20	Pelvic pain 	9920	R090G00	[D]Pelvic and perineal pain
Vague symptom	20	Pelvic pain 	23715	N321200	Ischiopubic synchondrosis
Vague symptom	20	Pelvic pain 	29400	1A5A.00	C/O perineal pain
Vague symptom	21	Dyspepsia	134	1954.00	Indigestion
Vague symptom	21	Dyspepsia	176	1992.00	Vomiting
Vague symptom	21	Dyspepsia	257	J16y400	Dyspepsia
Vague symptom	21	Dyspepsia	592	J101.00	Oesophagitis
Vague symptom	21	Dyspepsia	984	J10y412	Gastro-oesophageal reflux
Vague symptom	21	Dyspepsia	1008	1952.11	Regurgitation
Vague symptom	21	Dyspepsia	1327	J10y411	Oesophageal reflux
Vague symptom	21	Dyspepsia	1855	R030000	[D]Appetite loss
Vague symptom	21	Dyspepsia	2281	J10y413	Acid reflux
Vague symptom	21	Dyspepsia	2535	J101100	Reflux oesophagitis
Vague symptom	21	Dyspepsia	2712	J680.11	Vomiting of blood
Vague symptom	21	Dyspepsia	2871	E264200	Cyclical vomiting - psychogenic
Vague symptom	21	Dyspepsia	3380	1993.00	Projectile vomiting
Vague symptom	21	Dyspepsia	3416	R070.00	[D]Nausea and vomiting
Vague symptom	21	Dyspepsia	3422	E275400	Psychogenic vomiting NOS
Vague symptom	21	Dyspepsia	3869	E264400	Psychogenic dyspepsia
Vague symptom	21	Dyspepsia	3992	199..14	Vomiting symptoms
Vague symptom	21	Dyspepsia	4956	J16..00	Disorders of stomach function
Vague symptom	21	Dyspepsia	5164	R070100	[D]Vomiting
Vague symptom	21	Dyspepsia	5283	J101600	Ulcerative oesophagitis
Vague symptom	21	Dyspepsia	5862	195..00	Indigestion symptoms
Vague symptom	21	Dyspepsia	5881	199..00	Vomiting
Vague symptom	21	Dyspepsia	6099	161..00	Appetite symptom
Vague symptom	21	Dyspepsia	6101	R070400	[D]Projectile vomiting
Vague symptom	21	Dyspepsia	6216	19B..11	Belching symptom
Vague symptom	21	Dyspepsia	6530	1984.00	Upset stomach
Vague symptom	21	Dyspepsia	6607	1612.12	Loss of appetite - symptom
Vague symptom	21	Dyspepsia	6752	J162.00	Persistent vomiting
Vague symptom	21	Dyspepsia	6796	Eu50511	[X]Psychogenic vomiting
Vague symptom	21	Dyspepsia	7104	J101112	Gastro-oesophageal reflux with oesophagitis
Vague symptom	21	Dyspepsia	7577	1957.00	Gastric reflux
Vague symptom	21	Dyspepsia	7608	1612.00	Appetite loss - anorexia
Vague symptom	21	Dyspepsia	7623	J16y412	Indigestion NOS
Vague symptom	21	Dyspepsia	8344	4A24.11	Coffee ground vomit
Vague symptom	21	Dyspepsia	8697	J16y411	Flatulent dyspepsia
Vague symptom	21	Dyspepsia	9330	7N30100	[SO]Stomach
Vague symptom	21	Dyspepsia	12117	A78y111	Winter vomiting disease
Vague symptom	21	Dyspepsia	12383	J162000	Cyclical vomiting NOS
Vague symptom	21	Dyspepsia	12772	199..11	C/O - vomiting
Vague symptom	21	Dyspepsia	13081	1615.00	Reduced appetite
Vague symptom	21	Dyspepsia	14717	161Z.00	Appetite symptom NOS
Vague symptom	21	Dyspepsia	14760	J101z00	Oesophagitis NOS
Vague symptom	21	Dyspepsia	15018	R070z00	[D]Nausea and vomiting NOS
Vague symptom	21	Dyspepsia	15054	J101111	Acid reflux
Vague symptom	21	Dyspepsia	15521	J16z.00	Stomach function disorder NOS
Vague symptom	21	Dyspepsia	15579	J101114	Peptic oesophagitis
Vague symptom	21	Dyspepsia	15933	A076.12	Viral vomiting
Vague symptom	21	Dyspepsia	15964	4A22.00	Vomit appearance - abnormal
Vague symptom	21	Dyspepsia	16450	J101115	Regurgitant oesophagitis
Vague symptom	21	Dyspepsia	16604	4A1..11	Vomit - O/E, general
Vague symptom	21	Dyspepsia	16605	J101113	Oesophageal reflux with oesophagitis
Vague symptom	21	Dyspepsia	16617	1994.11	Blood in vomit - symptom
Vague symptom	21	Dyspepsia	16621	4A...00	Vomit examination
Vague symptom	21	Dyspepsia	16622	Eu50500	[X]Vomiting associated with other psychological disturbances
Vague symptom	21	Dyspepsia	16714	Eu45318	[X]Psychogenic dyspepsia
Vague symptom	21	Dyspepsia	17203	Eu50y12	[X]Psychogenic loss of appetite
Vague symptom	21	Dyspepsia	17600	4A25.11	Bilious vomit O/E
Vague symptom	21	Dyspepsia	22276	R070300	[D]Drug induced vomiting
Vague symptom	21	Dyspepsia	22820	E275600	Non-organic loss of appetite
Vague symptom	21	Dyspepsia	24284	1996.00	Vomiting - bile stained
Vague symptom	21	Dyspepsia	25610	J10y400	Oesopheal reflux without mention of oesophagitis
Vague symptom	21	Dyspepsia	25834	J16y500	Functional vomiting
Vague symptom	21	Dyspepsia	28305	4A26.00	Vomit: faeculant
Vague symptom	21	Dyspepsia	30862	4A26.11	Faeculant vomit O/E
Vague symptom	21	Dyspepsia	34836	J101200	Chemical oesophagitis
Vague symptom	21	Dyspepsia	35037	J101y00	Other specified oesophagitis
Vague symptom	21	Dyspepsia	35626	4A4Z.00	Vomit pH NOS
Vague symptom	21	Dyspepsia	35707	J162z00	Persistent vomiting NOS
Vague symptom	21	Dyspepsia	37118	195Z.00	Indigestion symptom NOS
Vague symptom	21	Dyspepsia	37602	199Z.00	Vomiting NOS
Vague symptom	21	Dyspepsia	40165	4A5..11	Occult blood in vomit
Vague symptom	21	Dyspepsia	40410	4A25.00	Vomit: bilious
Vague symptom	21	Dyspepsia	41463	A78y100	Epidemic vomiting syndrome
Vague symptom	21	Dyspepsia	43233	1958.00	Undiagnosed dyspepsia
Vague symptom	21	Dyspepsia	43288	4A24.00	Vomit: coffee ground
Vague symptom	21	Dyspepsia	43534	4A23.11	Blood in vomit O/E
Vague symptom	21	Dyspepsia	44489	1994.00	Vomiting blood - fresh
Vague symptom	21	Dyspepsia	44691	1995.00	Vomiting blood - coffee ground
Vague symptom	21	Dyspepsia	45127	J16y.00	Other specified stomach function disorders
Vague symptom	21	Dyspepsia	45503	J1...00	Oesophageal, stomach and duodenal diseases
Vague symptom	21	Dyspepsia	47048	8Hg5.00	Discharged from care of dyspepsia specialist nurse
Vague symptom	21	Dyspepsia	49507	4A6..00	Vomit toxicology
Vague symptom	21	Dyspepsia	53643	4A23.00	Vomit: frank blood present
Vague symptom	21	Dyspepsia	58105	4A3..00	Vomit odour
Vague symptom	21	Dyspepsia	60151	4A5..00	Vomit occult blood
Vague symptom	21	Dyspepsia	63244	4A51.00	Vomit occult blood positive
Vague symptom	21	Dyspepsia	64004	9NNK.00	Under care of dyspepsia specialist nurse
Vague symptom	21	Dyspepsia	71101	4A5Z.00	Vomit occult blood NOS
Vague symptom	21	Dyspepsia	71930	4AZ..00	Vomit examination NOS
Vague symptom	21	Dyspepsia	72676	4A1Z.00	Vomit exam. general NOS
Vague symptom	21	Dyspepsia	72861	4A2Z.00	Vomit: appearance NOS
Vague symptom	21	Dyspepsia	88289	8Hl0.00	Referral to dyspepsia specialist nurse
Vague symptom	21	Dyspepsia	98827	4A27.00	Vomit: mucous present
Vague symptom	21	Dyspepsia	109682	J16yA11	Functional dyspepsia
Vague symptom	22	Urinary Tract Infections  	150	K190z00	Urinary tract infection, site not specified NOS
Vague symptom	22	Urinary Tract Infections  	389	K15..00	Cystitis
Vague symptom	22	Urinary Tract Infections  	532	1A55.00	Dysuria
Vague symptom	22	Urinary Tract Infections  	583	1A25.11	Urgency of micturition
Vague symptom	22	Urinary Tract Infections  	1289	K190.00	Urinary tract infection, site not specified
Vague symptom	22	Urinary Tract Infections  	1353	K155.00	Recurrent cystitis
Vague symptom	22	Urinary Tract Infections  	1572	K190.11	Recurrent urinary tract infection
Vague symptom	22	Urinary Tract Infections  	1899	K10y000	Pyelonephritis unspecified
Vague symptom	22	Urinary Tract Infections  	2546	K101.00	Acute pyelonephritis
Vague symptom	22	Urinary Tract Infections  	2602	L166.11	Cystitis of pregnancy
Vague symptom	22	Urinary Tract Infections  	2650	K190400	Chronic urinary tract infection
Vague symptom	22	Urinary Tract Infections  	2939	K100600	Calculous pyelonephritis
Vague symptom	22	Urinary Tract Infections  	2985	K190311	Recurrent UTI
Vague symptom	22	Urinary Tract Infections  	3469	K152y00	Chronic cystitis unspecified
Vague symptom	22	Urinary Tract Infections  	4103	1AC2.00	Polyuria
Vague symptom	22	Urinary Tract Infections  	4498	R081000	[D]Painful urination
Vague symptom	22	Urinary Tract Infections  	5350	R081.00	[D]Dysuria
Vague symptom	22	Urinary Tract Infections  	7014	1A54.12	C/O - ureteric pain
Vague symptom	22	Urinary Tract Infections  	7579	1J4..00	Suspected UTI
Vague symptom	22	Urinary Tract Infections  	8028	R086200	[D] Urgency of micturition
Vague symptom	22	Urinary Tract Infections  	8433	1A5D.00	Urethral pain
Vague symptom	22	Urinary Tract Infections  	8904	464..00	Urine smell
Vague symptom	22	Urinary Tract Infections  	9378	1AG..00	Recurrent urinary tract infections
Vague symptom	22	Urinary Tract Infections  	10295	A981100	Acute gonococcal cystitis
Vague symptom	22	Urinary Tract Infections  	10515	K190300	Recurrent urinary tract infection
Vague symptom	22	Urinary Tract Infections  	10857	K15y.00	Other specified cystitis
Vague symptom	22	Urinary Tract Infections  	11315	K152z00	Other chronic cystitis NOS
Vague symptom	22	Urinary Tract Infections  	12484	K15z.00	Cystitis NOS
Vague symptom	22	Urinary Tract Infections  	12570	K190200	Post operative urinary tract infection
Vague symptom	22	Urinary Tract Infections  	14644	L166z11	UTI - urinary tract infection in pregnancy
Vague symptom	22	Urinary Tract Infections  	15074	K150.00	Acute cystitis
Vague symptom	22	Urinary Tract Infections  	15389	R08z200	[D]Vesical tenesmus
Vague symptom	22	Urinary Tract Infections  	15599	R081z00	[D]Dysuria NOS
Vague symptom	22	Urinary Tract Infections  	15787	K19z.00	Urethral and urinary tract disorders NOS
Vague symptom	22	Urinary Tract Infections  	16399	R084100	[D]Polyuria
Vague symptom	22	Urinary Tract Infections  	19983	464Z.00	Urine smell NOS
